Lyricist,Individual's Song ID,Verse,Label
Solil Chowdhury,song5,যদি জানতে গো তুমি জানতে কেন এই মন আমার ছন্দবিহীন ছন্দে গেয়ে যায় হারালো সুর সে যে তোমার চোখে চেয়ে কখন মনের অজান্তে পান্থ আমি তোমার পথে যেতে পথ ভোলা দুস্তর প্রান্তে।,1
Solil Chowdhury,song5,তুমি জান কি আমি এলাম জীবন দিগন্তে? সান্ত্বনা মোর এই শুধু আমি পাড়ি দিয়েছি বসন্তে ঝরা ফুলে ফুলে গেছে ছেয়ে এই জীবন বনান্তে।,3
Solil Chowdhury,song5,আর ডেকোনা মোরে ডেকোনা সকরুণ সুরেতে ডেকোনা যা কিছু মোর গান ছিল সুরে সুরে মনেতে রেখোনা ফিরে যাব না যাব না আমি আর প্রেমেরি একান্তে।।,2
Solil Chowdhury,song6,চৈতালি দিনে বৈশাখী দিনে মোর প্রাণসখা তুমি চলে যেয়ো না।,2
Solil Chowdhury,song6,"পাতা ঝরা সুরভিত ঝরঝর এমনি দিন, কাছে থেকে হাতছানি দিয়ে ডাকা এমনি দিন, চুপি চুপি কানে কানে কথা বলা দিন।",1
Solil Chowdhury,song6,মৌমাছি যায় ঘিরে গুনগুনিয়ে বউ-কথা পাখি যায় গান শুনিয়ে।,3
Solil Chowdhury,song6,"আঁধার আকাশ ঝলমল করে নাক সৌদামিনী, তারায় তারায় চেয়ে থাকা ভুলে গেছে এ দামিনী, পথ চেয়ে কেটে গেল কত রজনী।",2
Solil Chowdhury,song7,"যেন চিনি তারে বুঝি আমারই নিঃশ্বাসে দেহ বাঁশি বেজে বেজে ওঠে ফুল ফোটে, ফোটে সাগরের পানে নদী ছোটে আর শুনি কানে কানে তার ভালবাসি।",1
Solil Chowdhury,song7,"আর যাবনা গো আমি সরল বিশ্বাসে যুগে যুগে মরি রাধা হয়ে দুখ সয়ে, সয়ে নীল যমুনা যাক্‌ যাক্‌না বয়ে আর শোনব না যতই না ডাকুক তার পোড়া বাঁশি।",2
Solil Chowdhury,song8,ধিন তাক কুড় ধিন তাক যায় যাক্‌ দিন যাক্‌ রে কেঁদে ও মন ভোলে যা ভোলে যা তারে কি পেয়েছ বা পাওনি তারে শুধু ছন্দে-আনন্দে মন ভরে দে রে।।,2
Solil Chowdhury,song8,বকুল শিউলি পেতেছে ফুলের শয্যা বাহার নববধূর সাজে সেজেছে রাত আবার এখন তুমি আমি সবাই রাজার কুমার বরণ করে তারে ঘরে নে তোলে নে রে।।,3
Solil Chowdhury,song9,ঐ পথ দূরে দূরে স্বপ্ন মাঝারি নেশা কোথায় গিয়ে বুঝিব পাবো তোমারই দিশা যেথা ধরার ডাকে আকাশ বাহু মেলে অস্তাচলের রবি রঙ্গে রঙ্গে হোলি খেলে যেথা মগন সবি কি যে মাতাল নেশা,1
Solil Chowdhury,song9,ঐ পথ দূরে দূরে…,3
Solil Chowdhury,song9,জানি স্বপন ভাঙ্গে তবুও তোমারই আমি স্বপনে লুকায়ে রাখি জাগি অকাটে যামী জানি ফুরাবে খেলা হবে শেষ কাঁদা হাসা,1
Songroho,song1,আমি যারে ভালবাসি তারে আবার বাসি না কেন তারে ভাল লাগে না আমি যারে ভালবাসি ।,2
Songroho,song1,ঘুরলাম কত বৈদেশ বন্দর পাইলাম না তো একটা অন্তর যা দেখি তাই হাওয়ায় মিঠাই আসলের আসল কিছু নাই ।,2
Songroho,song2,ও মোর বানিয়া বন্ধু রে একটা তাবিজ বানাইয়া দে। একটা মাদুলি বানাইয়া দে। ওরে মরিয়া গিয়াছে বিয়ার সোয়ামী স্বপনে আইসে।।,2
Songroho,song2,যে জন সোনার বানিয়া নীতি করে সোনাকো না মোর ওজন করিয়া দেয়। ও মোর সাধের বানিয়া রে ও মোর ভাবের বানিয়া রে ওরে সোনা-রূপা মিশিল করে একটা তাবিজ বানাইয়া দে। ওরে মরিয়া গিয়াছে বিয়ার সোয়ামী স্বপনে আইসে।।,2
Songroho,song2,হাতের নিলুক মোর কোচার নিল হাকার রুমুক নিভুয়াতে যাক মারিল লোকের কথাতে। ও মোর ভাবের বানিয়া রে ও মোর সাধের বানিয়া রে ওরে দিবার চাইয়া নাকের নোলক নাই দিলু মোরে। ওরে মরিয়া গিয়াছে বিয়ার সোয়ামী স্বপনে আইসে।।,2
Songroho,song4,নিথুয়া পাথারে নেমেছি বন্ধুরে ধর বন্ধু আমার কেহ নাই তোল বন্ধু আমার কেহ নাই।।,2
Songroho,song4,চিকন ধুতিখানি পড়িতে না জানি না জানি বান্ধিতে কেশ।,2
Songroho,song4,অল্প বয়সে পীরিতি করিয়া হয়ে গেল জীবনেরও শেষ।,2
Songroho,song4,প্রেমেরও মুরলি বাজাতে নাহি জানি না পারি বান্ধিতে সুর।।,2
Sonjib Chowdhury,song1,"রাতকে বলি চোখ বুজে তুই থাক, যে আসে যায় চমকে সে না যাক রাতকে বলি রাতে আসে কে, সাবধানী চোখ রাখতে বলি যে অনেক দিনের অনেক পরিচয়ে, আধফোঁটা ঘুম আধেক জাগা নিয়ে চোখ খুলে দেখি কেউ নেই, কেউ নেই ধরতে গিয়ে হেরে গেছি, দেখতে গিয়ে থেমে গেছি হাত বাড়ালেই নেই কেউ নেই, একা নিজেই ও …",2
Sonjib Chowdhury,song1,"আয় রাত আয় রাতের মত রাত, জোছনা ছড়ায় জোছনার মত হাত সাত-পাঁচ ভেবে কে কবে আসে সাবধানী চোখ রাখতে বলি যে অনেক দিনের অনেক পরিচয়ে, আধফোটা ঘুম আধেক জাগা নিয়ে চোখ খুলে দেখি কেউ নেই, কেউ নেই ধরতে গিয়ে হেরে গেছি, দেখতে গিয়ে থেমে গেছি হাত বাড়ালেই নেই কেউ নেই, একা নিজেই ও …",2
Sonjib Chowdhury,song1,"লোকে বলে স্বপ্ন জোছনা বিহার, জোছনা কণা রাত্রি উজাড় আমি বলি এ বেলা চন্দ্রবিহার, স্বপ্নে ছুরি চোখে আঁধার ধরতে গিয়ে হেরে গেছি, দেখতে গিয়ে থেমে গেছি হাত বাড়ালেই নেই কেউ নেই, একা নিজেই ও",2
Sonjib Chowdhury,song2,সাদা ময়লা রঙ্গিলা পালে আউলা বাতাস খেলে আর কাদায় ভরা মনের মধ্যে জলের সন্তরণ সদ্য ফোঁটা কুঁড়ির মধ্যে ভ্রমরে গান তোলে আর কামে ভরা দেহের মধ্যে জলের সন্তরণ ।।,3
Sonjib Chowdhury,song2,হাজা মজা এক পুকুর তার ভিতরে শিং মাছ জংলা ভরা খেতের ভিতর গরম দেহের আঁচ নির্বিবাদে নারীর সঙ্গে মিলল যখন নর পাল উড়াইয়া নৌকা গেল বাতাসে সরসর,3
Sonjib Chowdhury,song2,কালো জলের নোংরা সবই মিলায় যে নির্ভুল শাস্ত্রে তবু সব কলমই ঝরায় কালো ফুল জীবন শাস্ত্রে মন্ত তোলে ভ্রমর গুঞ্জন জীবন ফুলে থাকে যদি সাদায় ভরে মন,3
Sonjib Chowdhury,song2,গায়ের ময়লা রঙীলা জামায় পুতিঁগন্ধ গোলাপ আর আর্বেলিয়ার ময়লা মনে হাতির সন্তরণ,3
Sonjib Chowdhury,song2,ধনীর আহার কারো পেটে গন্ধভরা জোলাপ আর বাসিভাতে পান্তা দিলে মনের সন্তরণ ।।,3
Sonjib Chowdhury,song2,মাটি সাবান খাঁটি যে তার ভিতরে সোডিয়াম প্যাকেট ভরা সাবান জুড়ে গন্ধভরা দাম ট্যাপের জলে যায় না কোন দেহের সন্তাপ নদীর জলই ধুয়ে দিল দেহের যত পাপ শাস্ত্রে লেখা সব নদী যে চলে সরল বায়ে জীবন নদী আঁকা-বাঁকা তার ভিতরে নায়ে নর-নারীর হাঁড়ি-পাতিলে ধোঁয়ারই সংসার মিলন কি হয় সাগরে শেষে আরেকবার সাদা ময়লা……।।,3
Sonjib Chowdhury,song3,কার ছবি নেই কেউ কি ছিলো এই ভেবে ডুবে গেছে রাত প্রশ্নেও নেই উত্তরে নেই মাঝরাতে ডুবেছে মাতাল নেই কাছে নেই গল্প তোমার চমকে উঠে ডাকে আয় কাছে আয়,2
Sonjib Chowdhury,song3,চাঁদনী গেছে দূরের আঙ্গিনায় কার ঘরে চাঁদ জেগে রয় নাম শুধু নাম জ্বলে অবিরাম এইখানে আমিও ছিলাম বলেছ বারণ বলেছ বিদায় স্বপ্ন বাড়ায় তবু হাত ডাকে আয়,2
Sonjib Chowdhury,song3,আয়না ভাঙে সে স্বপ্ন ভাঙে কার ঘরে ভেঙে পরে ঘুম গল্প ভাঙে তবু গল্প জমে এই চোখে রাত্রি নিঝুম একলা এ ঘর একলা প্রহর থমকে দাঁড়ায় কুয়াশায় কুয়াশায়,2
Sonjib Chowdhury,song4,"আমি তোমাকেই বলে দেব কি যে একা দীর্ঘ রাত, আমি হেঁটে গেছি বিরান পথে",2
Sonjib Chowdhury,song4,"আমি তোমাকেই বলে দেব সেই ভুলে ভরা গল্প, কড়া নেড়ে গেছি ভুল দরজায়",2
Sonjib Chowdhury,song4,"ছুঁয়ে কান্নার রং, ছুঁয়ে জোছনার ছাঁয়া ।।",2
Sonjib Chowdhury,song4,"আমি কাউকে বলিনি সে নাম কেউ জানেনা, না জানে আড়াল জানে কান্নার রং, জানে জোছনার ছাঁয়া ।।",2
Sonjib Chowdhury,song4,"তবে এই হোক তীরে জাগুক প্লাবন দিন হোক লাবন্য হৃদয়ে শ্রাবণ তুমি কান্নার রং, তুমি জোছনার ছাঁয়া ।।",1
Sopon Chakraborti,song1,"প্রেমের খেলা কে বুঝিতে পারে, ও বাতাসি প্রেমের খেলা কে বুঝিতে পারে",1
Sopon Chakraborti,song1,"প্রেম তো করা যায় না গো সই প্রেম তো হয়ে যায়।। (বাতাসি, বাতাসি, বাতাসিরে)",1
Sopon Chakraborti,song1,পরাণ করে উড়ু উড়ু মন করে হায় হায় বুক ফাটে। তো মুখ ফোটে না প্রেমের কথা বলি কারে।।,1
Sopon Chakraborti,song1,প্রেম তো করা যায় না গো সই প্রেম তো হয়ে যায়।।,1
Sopon Chakraborti,song1,পরাণ করে উড়ু উড়ু মন করে হায় হায় বুক ফাটে। তো মুখ ফোটে না প্রেমের কথা বলি কারে,1
Sopon Chakraborti,song1,"প্রেমের খেলা কে বুঝিতে পারে, ও প্রাণনাথ প্রেমের খেলা কে বুঝিতে পারে",1
Sopon Chakraborti,song1,"মনে রেখো… মনে রেখো প্রেমের আগুন পুড়িয়ে করে ছাই বুঝলি বাতাসি, পুড়িয়ে করে ভস…।।",2
Sopon Chakraborti,song1,মনে রেখো প্রেমের আগুন পুড়িয়ে করে ছাই শুধু লাঞ্ছনা গঞ্জনা আছে আর তো কিছু নাই ভুতকে যদি ভুতে ধরে। ওঝ কী করিবে তারে।।,2
Sopon Chakraborti,song2,নাই নাই এ আধার থেকে ফেরার পথ নাই।।,2
Sopon Chakraborti,song2,পুতুল নাচের পুতুল হয়ে নেচেই শুধু গেলি মনকে শুধা নাচার ফলে জীবনে কি পেলি যখন ছিড়বে সুতো বুঝবি রে তুই আগুন নেভা ছাই।।,2
Sopon Chakraborti,song2,লোভের পরে পাপ আসে পাপের পরে মরণ বন্ধ মনের অন্ধ হয়ে করলি কাকে বরণ তোকে যে আজ ভালবাসবে আবার কাল দেবে না ঠাই।।,3
Sopon Chakraborti,song3,(ও ও ও)লালে লালে অাবীর লালে আকাশ হল লাল।,3
Sudhin Dash Gupto,song1,আমার দিন কাটে না আমার রাত কাটে না স্মৃতিগুলো কিছুতেই পিছু হাঁটে না আমার দিন কাটে না আমার রাত কাটে না,2
Sudhin Dash Gupto,song1,যে আলো ছড়ালো এই দুটি চোখে সে কেন এলো না তারই আলোকে।। তাকে না আর দেখে মন ওঠে না স্মৃতিগুলো কিছুতেই পিছু হাঁটে না আমার দিন কাটে না আমার রাত কাটে না,2
Sudhin Dash Gupto,song1,কি পরি কি পরি এ প্রেম কোথায় যে রাখি আসবে কখন সেই দুরন্ত পাখি।,1
Sudhin Dash Gupto,song1,সে এসে দাঁড়াবে সেই কথা বলে যে কথা তখনই তাঁরই বলা চলে।। সে না এলে মনে ফুল ফোটে না স্মৃতিগুলো কিছুতেই পিছু হাঁটে না আমার দিন কাটে না আমার রাত কাটে না।।,2
Sudhin Dash Gupto,song2,তোমায় দেখে ছবি এঁকে মনের একান্তে দিলাম রেখে। হৃদয় বলে আমায় ডেকে ভালোবাসা দিয়ে রেখো ঢেকে।।,1
Sudhin Dash Gupto,song2,আসুক নেমে বরষা ঘোর তুমি রয়েছ গভীর এ মন। দেখা দিও শুধু আড়াল থেকে।।,1
Sudhin Dash Gupto,song2,আমায় আমি এমন করে বুঝিনি এ জীবন ভরে। যদি কখন চোখের তারায় মনের ছবিতে নেমে দাঁড়ায়। তারই আলোয় চিনে নেবো সে কে।।,1
Sudhin Dash Gupto,song3,চোখের নজর কম হলে আর কাজল দিয়ে কি হবে।,2
Sudhin Dash Gupto,song3,রূপ যদি না থাকে সখী গরব কেন তবে।।,2
Sudhin Dash Gupto,song3,মন যদি না মানিক হলো। কন্ঠে দিয়ে মনিহার চোখ ভোলানো যায় গো শুধু মন ভোলানো যায় আর,2
Sudhin Dash Gupto,song3,নকল সোনা হৃদয়েতে আগুন দিলে কি রবে। কাজল দিয়ে কি হবে।।,2
Sudhin Dash Gupto,song3,নদীতে ভুব দিয়ে সখী মুক্ত যদি পেতে চাও। সারা জীবন ডুবতে হবে মিনবে না সে মুক্তো তাও,2
Sudhin Dash Gupto,song3,মানিক যদি না রে মন। মনের মানুষ আসবে না রূপের ছটায় যে জন ভোলে সে জন ভাল বাসবে না,2
Sudhin Dash Gupto,song3,গুন যদি না থাকে সখী ফুরাবে রূপ হায় যবে। কাজল দিয়ে কি হবে।।,2
Sudhin Dash Gupto,song4,কেন তুমি ফিরে এলে আমি অন্ধকারে খুজে পাই নি যারে যদি আলোয় তারে পেলে তুমি কি দেখে কথা না রেখে তখন তো চলে গেলে।।,2
Sudhin Dash Gupto,song4,মন থেকে সবই যদি যায় সরে প্রেম এলো কেন সেই পথ ধরে। ছিল যদি ভালবাসার সেই মন সেই ভালবাসা কি যাবে থেমে তুমি কি দেখে কথা না রেখে তখন তো চলে গেলে,2
Sudhin Dash Gupto,song4,সব শেষ হয়ে মন শূণ্য এখন সেই আগের মত ফিরে দেখি যত যেন হারিয়েছি সেই দেখার নয়ন।,2
Sudhin Dash Gupto,song4,অন্তরে যদি আজ ঝড় উঠে যদি সে মুখের ছবি আর নাই ফোঁটে। আধারেই আছি ভেবো না আর হৃদয়ে রেখেছি আগুন জ্বেলে তুমি কি দেখে কথা না রেখে তখন তো চলে গেলে।।,2
Sudhin Dash Gupto,song5,নাম রেখেছি বনলতা যখন দেখেছি হয়ত বা সেই ক্ষণের তোমায় ভালবেসেছি।,1
Sudhin Dash Gupto,song5,বনলতা কও কথা হইয়ো না গো কুন্ঠিতা দ্বিধা থর থর মনেই তাই না এসেছি।।,1
Sudhin Dash Gupto,song5,জল ভরা মেঘ ঐ দুচোখে দেখতে আমি পেয়েছি একলা মনে নির্জনেতে তোমার ছবি একেছি।।,1
Sudhin Dash Gupto,song5,বনলতা কও কথা হইয়ো না গো কুন্ঠিতা।,1
Sudhin Dash Gupto,song5,একটি কথাই শুনবো বলে তাই তো কাছে এসেছি বলবে কি গো আমিও তো তোমায় ভালবেসেছি।।,1
Sudhin Dash Gupto,song6,কি নামে ডেকে বলবো তোমাকে মন্দ করেছে আমাকে ঐ দুটি চোখে।,1
Sudhin Dash Gupto,song6,আমি যে মাতাল হাওয়ারই মত হয়ে যেতে যতে পায়ে পায়ে গেছি জড়িয়ে। কি করি ভেবে যে মরি বলবে কি লোকে মন্দ করেছে আমাকে ঐ দুটি চোখে।।,1
Sudhin Dash Gupto,song6,পালাতে পারি নি আমি যে দিশাহারা দুটি চোখ যেন আমায় দিচ্ছে পাহারা।,1
Sudhin Dash Gupto,song6,ধরা পড়ে গেছি আমি নিজেরই কাছে জানি না তোমার মনেও কি এত প্রেম আছে। সত্যি যদি হয় বলুক যা বলছে নিন্দুকে মন্দ করেছে আমাকে ঐ দুটি চোখে।।,1
Sudhin Dash Gupto,song7,এই মেঘলা দিনে একলা ঘরে থাকেনা তো মন কাছে যাবো কবে পাবো ওগো তোমার নিমন্ত্রণ।।,1
Sudhin Dash Gupto,song7,যুঁথী বনে ঐ হাওয়া করে শুধু আসা যাওয়া।,1
Sudhin Dash Gupto,song7,হায় হায়রে দিন যায়রে ভরে আঁধারে ভুবন কাছে যাবো কবে পাবো ওগো তোমার নিমন্ত্রণ।।,1
Sudhin Dash Gupto,song7,শুধু ঝরে ঝর ঝর আজ বারি সারাদিন আজ যেন মেঘে মেঘে হলো মন যে উদাসীন।,1
Sudhin Dash Gupto,song7,আজ আমি ক্ষণে ক্ষণে কি যে ভাবি আনমনে।,1
Sudhin Dash Gupto,song7,তুমি আসবে ওগো হাসবে কবে হবে সে মিলন কাছে যাবো কবে পাবো ওগো তোমার নিমন্ত্রণ।।,1
Sudhin Dash Gupto,song7,পোস্ট ন্যাভিগেশন,3
Sudip Kumar Dip,song1,আহা কি রুপ দেখলাম আমি মন বলে সুবাহানআল্লাহ্‌ আজ আমি মরতে রাজি বলনারে কেউ মাশাআল্লাহ।।,1
Sudip Kumar Dip,song2,"দু’চোখের আঙ্গিনায় একেছি সীমানা বলনা পালাবে কোথায় রেখেছি গোপনে মনেরই এক কোনে হারানোর নেই যে উপায় আসুক না ঝড়, ভাসুক না চর ভরুক না হৃদয় বেদনা দেবনা কখনো হারাতে তোমায়",1
Sudip Kumar Dip,song2,"যতটুকু প্রেম তোমারই টানে খুব গভীরে রয়েছে জমে আসুক না ঝড়, ভাসুক না চর ভরুক না হৃদয় বেদনা দেবনা কখনো হারাতে তোমায়",1
Sudip Kumar Dip,song2,"যতটুক আশা তোমারই নামে তুলে রেখেছি মনেরই দামে আসুক না ঝড়, ভাসুক না চর ভরুক না হৃদয় বেদনা দেবনা কখনো হারাতে তোমায়",1
Sudip Kumar Dip,song3,দেখে তোর মায়াবী হাঁসি পরেছি গলায় ফাঁসি কত যে ভালোবাসি জানে ওই খোদা জানে মন আজ ধরছে বাজি তোর প্রেমে মরতে রাজি…………।।,1
Sumon,song1,"লাগ ভেলকি লাগ, চোখে মুখে লাগ দিল দিল দিল দরিয়ার বুকে বুকে লাগ লাগ ভেলকি লাগ, চোখে মুখে লাগ দিল দিল দিল দরিয়ার বুকে লাগ",2
Sumon,song1,"দেখ খেলা দেখে যা মন খুলে গেয়ে যা দেখ খেলা দেখে যা যা যা যা পাখি ভাইঙ্গা যা খাঁচা যা যা যা পাখি, যা যা…।",2
Sumon,song1,ছুঃ মন্তর ছুঃ দেখে যাও যাদু দেখ দেখ জীবনের কত রঙ দেখে যাও ছুঃ মন্তর ছুঃ দেখে যাও যাদু দেখ দেখ দেখ জীবনের রঙ দেখে যাও খুইলা যা… খুইলা যা উড়াল দিয়া যা খুইলা যা খুইলা যা যা যা যা মনটা ছুটে যা ছুটে যা যা যা যা মনটা যা যা…।,3
Sumon,song1,পোড় খাওয়া এই মনে মেতেছি কত ঢঙে পোড় খাওয়া এই মনে মেতেছি কত ঢঙে শান্তির মাঝে তবু আমি জ্বলন্ত নটরাজ যৌবন জ্বলে যায় যাক উড়ে যাক যাক জ্বলে যাক যাক উড়ে যাক… যা যা…।,3
Sumon,song1,"লাগ ভেলকি লাগ, অন্তর খুইলা পাপ যত আছে সব দূর হইয়া যাক লাগ ভেলকি লাগ, অন্তর খুইলা পাপ যত আছে সব দূর হইয়া যাক পাপ ছেড়ে পথে আয় পথে আয়… পথে আয়… নেক দিলে চলে আয় ভাইস্যা ভাইস্যা নাইচ্যা নাইচ্যা উড়াল দিয়া আয়…।",3
Sumon,song2,আজ আকাশের মন খারাপ.. ফিরবেনা বাড়ী.. কাঁদছে সে সকাল থেকে.. সব নিয়েছে আঁড়ি.. সময় আর অসময়ে কাঁদে সারক্ষণ.. আমি উড়ে বেড়াই নিয়ে.. উড়ু উড়ু মন..,2
Sumon,song2,ভেঁজা মাটি স্যাঁতস্যাঁতে.. উদাশী মাতাল হাওয়া.. শূন্য চোখে চেয়ে দেখি.. তোমার আসা যাওয়া.. একাকী ঘরে বসে বসে কাটেঁনা এই ক্ষণ.. আমি উড়ে বেড়াই নিয়ে.. উড়ু উড়ু মন..,2
Sumon,song2,অপেক্ষার প্রহর গুণি.. রং দেখবো বলে.. মিনতির স্বরে বলছে শোনো যাও তুমি যাও চলে.. হঠাৎ করেই আসো তুমি.. ইচ্ছে খুশি যখন.. আমি উড়ে বেড়াই নিয়ে.. উড়ু উড়ু মন..,1
Sumon,song3,নিশ্চুপ চারিদিক বসে আছি ছাদে একাকী জোসনায় হিমেল হাওয়ায় তোমার কথা ভাবি এভাবেই কেটে যায় কিছু সময় নিয়ে চোখে পানি হয়তো মেঘের ভেলায় ভেসে দেখছো আমায় তুমি জানতে ইচ্ছে করে আমার কেমন আছ তুমি? প্রতি রাতে আকাশপানে তোমাকেই খুজি,1
Sumon,song3,তোমার মুখের মিষ্টি হাসি এখনো চোখে ভাসে কত কবিতা কত গান তেপান্তর নিয়ে তোমার কথা ভেবে ভেবে দেখি আকাশটাকে মাঝে মাঝে আকাশটাকে ছুতে ইচ্ছে করে,1
Sumon,song3,জানতে ইচ্ছে করে আমার কেমন আছ তুমি? প্রতি রাতে আকাশপানে তোমাকেই খুজি,1
Sumon,song3,জানতে ইচ্ছে করে আমার তোমার সব ব্যাথা অপারের জগৎটাকে হবে কি কভু দেখা তোমার জগতে অধিক সন্ধ্যাতারা তোমার জগতে বয়কি ঝরনাধারা তোমার জগতে কেউকি শুভ্রহারা জানতে ইচ্ছে করে আমার কেমন আছ তুমি? প্রতি রাতে আকাশপানে তোমাকেই খুজি,1
Sumon,song3,সুর আর আসে না ফুল আর ফুটে না পাশের বাগানটাতে চলে গেছ তুমি আমায় ফেলে মেঘের অপাশটাতে জানতে ইচ্ছে করে আমার কেমন আছ তুমি? প্রতি রাতে আকাশপানে তোমাকেই খুজি,2
Sumon,song3,জানতে ইচ্ছে করে,3
Sumon,song4,তুমি মানে তোমার চলে যাওয়া তোমার জন্য সব ভুলে থাকা জীবন মানে বাঁচার অভিনয় মৃত্যু মানে তোমায় না পাবার ভয়,1
Sumon,song4,তোমার আশা কতটা কাছে টানে আমার ছায়া যতটা আঁধার আনে কাঁচের দেয়াল ভাঙার মত তোমায় ভাঙি ইচ্ছে মত আমার কেন ভালো লাগে না কোন কিছু তোমার মত,2
Sumon,song4,যখন তুমি একা থাকো আগুন জ্বলে আলোর মতন নিজের কাছেই লুকিয়ে রাখি স্বপ্নগুলো তোমার মত,2
Sumon,song4,আমার শরীর জুড়ে বৃষ্টি নামে অভিমানের নদীর তীরে শুধু তোমায় বলতে ভালবাসি আমি বারেবার আসবো ফিরে,2
Sumon,song5,"দিয়েছিলে যা, নিয়ে নিতে পারো লেখা কবিতা, গাওয়া গান যত খুঁজে দেখ না, পাবে না কেউ আমার মত মুছে দিও না শুধু হৃদয় ক্ষত গাইবো না আর কোন গান তোমায় ছাড়া লিখবো না আমি আর তুমি হীনা কবিতা ।।",1
Sumon,song5,"নিজেকে আমি বুঝিনি কখনো ছিলেনা যখন আসনি তখনও এলে সেখানে, অজানা যা ছিল মন ** আমার মাঝে আজ আমি আলোকিত গাইবো না আর কোন গান তোমায় ছাড়া লিখবো না আমি আর তুমি হীনা কবিতা ।।",1
Sumon Chattapadday,song1,একটা মাঠে দু’জন সেপাই দেশ বিভাগের সীমান্তে দু’জন আছে দুই দিকে আর বন্ধু তারা অজান্তে,3
Sumon Chattapadday,song1,তারা এদেশ ভাগ করেনি দেয়নি কোথাও খুড়ির দাগ নেতারা সব ঝগড়া করেন জলে কুমির ডেঙায় বাঘ,3
Sumon Chattapadday,song1,দুই কাঁধে দুই বন্দুক আর বুলেট বেশি খাবার কম রাজধানীতে হিসেব কষে এদের নেতা ওদের যম,3
Sumon Chattapadday,song1,যমের বাড়ি কাছেই আছে অনেক দূরে নিজের ঘর দেশপ্রেমের নজির হল এই চিতা আর ঐ কবর,3
Sumon Chattapadday,song2,"ঐ তো তোমার শহর, ঐ তো তোমার ঢাকা, আমায় নিয়ে উড়ছে এখন এরোপ্লেনের পাখা৷ ঐ তো তোমার শহর, তোমার গন্ধ মাখা, বিমান থেকে দেখছি তোমার আমার শহর ঢাকা৷",2
Sumon Chattapadday,song2,"ঐ তো রাস্তাঘাট ধানমন্ডির কাছে, ঐ তো আমার বিষণ্ণতা একলা বসে আছে৷ ঐ তো নূরের হাসি, ঐ তো যাকের এলো, ঐ তো একটা ঠাট্টা শুনে আমার হাসি পেলো৷",2
Sumon Chattapadday,song2,"ঐ তো রিকশা ছোটে টয়োটাদের ভীড়ে, ঐ তো ‘মেরাজ ফকির’ এলেন মায়ের কাছে ফিরে৷ ঐ তো রামেন্দু দা, ঐ তো গুলিস্তান, হাওয়ায় ভেসে আসছে হঠাত্‍ আযম খানের গান৷",2
Sumon Chattapadday,song2,"একটু পরেই নামবে এরোপ্লেনের চাকা, দেখবো তোমার অশ্রু দিয়ে কলকাতাটাই ঢাকা",2
Sumon Chattapadday,song3,"জিতেছি যতটা হেরেছিও ততটাই, জুয়া খেলে গেছি কামনায় অনুভবে ভাবনা আমার তোমাকেই বলে যাই, তুমি কি কখনো আমার ভাগ্য হবে?",2
Sumon Chattapadday,song3,"মহাকাশ ফুঁড়ে ছুটে চলে নভোযান, মানুষ নিচ্ছে বিশ্বের তল্লাশ বিজ্ঞানীরা কি জুয়াই খেলতে যান? পৃথিবীর বুকে শুকিয়ে যাচ্ছে ঘাস।",3
Sumon Chattapadday,song3,"কি আছে সৌরমণ্ডল থেকে দূরে? নভোযান থেকে সংকেত ভেসে আসে জিজ্ঞাসাগুলো একদম ভবঘুরে, প্রশ্ন ঘুরছে তারাদের আশেপাশে।",3
Sumon Chattapadday,song3,"মঙ্গল গ্রহে জরিপ চলছে খুব, সেখানে শুনছি ঘরবাড়ি তোলা হবে জল্পনা ছোটে পশ্চিম থেকে পূব, গ্রাম থেকে গ্রামে ডাক্তার যাবে কবে?",3
Sumon Chattapadday,song3,"উপসাগরীয় যুদ্ধ টিভিতে দেখে, খেয়েছে মানুষ রাতের খাবার রোজ গণহত্যার ছবিগুলো মনে রেখে, এসেছে শান্তি ঘুমের ওভারডোজ।",2
Sumon Chattapadday,song3,"আসল যুদ্ধ যেন সিরিয়াল দেখা, অ্যাকশান খুব জীবন্ত খুনোখুনি দেখছে মানুষ সপরিবারে বা একা, ধর্ষণটাও দেখা যাবে এক্ষুনি।",2
Sumon Chattapadday,song3,"কম্পিউটারে খেলছে আমার মেয়ে, নিধনের খেলা এ মেরে ফেলছে ওকে অথবা দৈত্য ফেলছে কাউকে খেয়ে, মগজে এখন শুধু ভাইরাস ঢোকে।",2
Sumon Chattapadday,song3,"কারফিউ ছিল মগজে আমার গানে, সে গান হয়েছে কবেই ক্যাসেট বন্দী কত বিক্কিরি এইচ.এম.ভি. জানে, আমি গান গেয়ে করে যাই অভিসন্ধি।",3
Sumon Chattapadday,song3,"আপাতত ছোট শিশিতে এ গান ভরে, ভাসিয়ে দিচ্ছি সময়ের দরিয়ায় দেখি এ গান ভেসে যায় কতদূর, ভাবনা আমার তোমার দিকেই যায়।",1
Sumon Chattapadday,song4,"নবাব নবাবী করে, নেতা নেতা-গিরি ট্রেনে ট্রেনে গান গায় বাউল ভিকিরী ।। দালাল তোয়াজ করে, দাদা গাজোয়ারি রিক্সায় শিস্‌ দেয় জোয়ান সওয়ারী।",3
